arch,library,host,group,matrix,n,nnz_upper,mtype,cores,rep,analyze_s,factor_s,factor_gflops,factor_nnz,fill_ratio,solve1_s,solve8_s,solve40_s,logdet,status
intel,pastix-6,cn509-15-l,group2,inla_graph_ferris.mtx,42961,650694,2,4,1,0.432540,0.115973,27.12,4592176,7.0574,0,0,0,296806.395604,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_ferris.mtx,42961,650694,2,8,1,0.355647,0.119746,21.15,4585187,7.0466,0,0,0,296806.395604,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_ferris.mtx,42961,650694,2,16,1,0.327431,0.145089,11.87,4599076,7.0680,0,0,0,296806.395604,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_ferris.mtx,42961,650694,2,32,1,0.339332,0.193994,7.19,4611998,7.0878,0,0,0,296806.395604,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_ferris.mtx,42961,650694,2,40,1,0.335864,0.205576,5.93,4610239,7.0851,0,0,0,296806.395604,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_lidense.mtx,12509,17292917,2,1,1,3.611423,2.534747,65.28,17735052,1.0256,0,0,0,63088.656419,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_lidense.mtx,12509,17292917,2,2,1,3.619667,2.092643,93.99,17755703,1.0268,0,0,0,63088.656419,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_lidense.mtx,12509,17292917,2,4,1,3.042437,1.758256,173.86,17755741,1.0268,0,0,0,63088.656419,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_lidense.mtx,12509,17292917,2,8,1,3.602701,1.549301,271.63,17753171,1.0266,0,0,0,63088.656419,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_lidense.mtx,12509,17292917,2,16,1,3.011704,1.586432,232.61,17758124,1.0269,0,0,0,63088.656419,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_lidense.mtx,12509,17292917,2,32,1,3.617759,1.586512,219.83,17757894,1.0269,0,0,0,63088.656419,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_lidense.mtx,12509,17292917,2,40,1,3.631933,1.646857,183.91,17757839,1.0269,0,0,0,63088.656419,ok
